,,,,,,,
,,,,,,,
Grade,Program Code,Program Name,School Name,Requests per seat,Total Requests,Total Assigned,Total Seats
4,MM,MM: SDC - Mild to Moderate,Sanchez ES,0.0,0,3,3
4,SB,SB: Spanish Biliteracy,Sanchez ES,0.2,5,22,21
4,GE,GE: General Education,Sheridan ES,0.0,1,29,33
4,AF,AF: SDC - Mild/Mod Autism Focus,Sherman ES,0.0,0,3,3
4,GE,GE: General Education,Sherman ES,0.1,5,41,44
4,GE,GE: General Education,Malcolm X Academy ES,0.1,1,17,16
4,CB,CB: Cantonese Biliteracy,Spring Valley Science ES,0.0,0,9,11
4,GE,GE: General Education,Spring Valley Science ES,0.1,1,10,10
4,MM,MM: SDC - Mild to Moderate,Spring Valley Science ES,0.0,0,4,4
4,SB,SB: Spanish Biliteracy,Spring Valley Science ES,0.1,2,21,20
4,GE,GE: General Education,King (Thomas Starr) ES,0.1,1,15,16
4,MN,MN: Mandarin Immersion (Mandarin Speakers),King (Thomas Starr) ES,0.0,1,32,33
4,SA,SA: SDC - Extensive Services Autism Focus,King (Thomas Starr) ES,0.0,0,4,4
4,GE,GE: General Education,Sunnyside ES,0.1,8,64,64
4,MS,MS: SDC - Extensive Services,Sunnyside ES,0.0,0,1,3
4,CB,CB: Cantonese Biliteracy,Sutro ES,0.0,0,21,21
4,GE,GE: General Education,Sutro ES,0.3,6,22,22
4,ED,ED: SDC - SOAR,Tenderloin Community ES,0.0,0,0,1
4,GE,GE: General Education,Tenderloin Community ES,0.0,2,40,49
4,CB,CB: Cantonese Biliteracy,Ulloa ES,0.3,6,22,22
4,GE,GE: General Education,Ulloa ES,0.3,21,67,67
4,CB,CB: Cantonese Biliteracy,Visitacion Valley ES,0.0,0,10,10
4,GE,GE: General Education,Visitacion Valley ES,0.0,1,23,23
4,GE,GE: General Education,Chin (John Yehall) ES,0.0,2,43,49
4,CN,CN: Cantonese Immersion (Cantonese Speakers),West Portal ES,0.2,5,32,33
4,GE,GE: General Education,West Portal ES,0.3,23,66,66
5,GE,GE: General Education,Alamo ES,0.1,6,64,64
5,SA,SA: SDC - Extensive Services Autism Focus,Alamo ES,0.0,0,1,3
5,GE,GE: General Education,Alvarado ES,0.2,6,38,38
5,MS,MS: SDC - Extensive Services,Alvarado ES,0.0,0,4,3
5,SN,SN: Spanish Immersion (Spanish Speakers),Alvarado ES,0.0,2,44,44
5,AF,AF: SDC - Mild/Mod Autism Focus,Argonne ES,0.0,0,4,4
5,GE,GE: General Education,Argonne ES,0.0,2,58,58
5,FB,FB: Filipino FLES,Carmichael (Bessie) K-8,0.0,0,20,22
5,GE,GE: General Education,Carmichael (Bessie) K-8,0.0,0,41,40
5,GE,GE: General Education,Harte (Bret) ES,0.0,0,19,30
5,SN,SN: Spanish Immersion (Spanish Speakers),Harte (Bret) ES,0.0,0,19,25
5,GE,GE: General Education,Bryant ES,0.1,2,18,18
5,SB,SB: Spanish Biliteracy,Bryant ES,0.1,2,22,22
5,NC,NC: Chinese Newcomer,Lee (Edwin and Anita) Newcomer ES,0.0,0,1,6
5,GE,GE: General Education,Clarendon ES,0.2,8,40,40
5,JB,JB: Japanese Bilingual Bicultural Prgram,Clarendon ES,0.0,1,44,44
5,MM,MM: SDC - Mild to Moderate,Clarendon ES,0.0,0,3,4
5,GE,GE: General Education,Lilienthal (Claire) K-8,0.5,25,53,52
5,KN,KN: Korean Immersion (Korean Speakers),Lilienthal (Claire) K-8,0.0,0,19,14
5,GE,GE: General Education,Cleveland ES,0.1,2,19,22
5,SB,SB: Spanish Biliteracy,Cleveland ES,0.0,1,43,42
5,CN,CN: Cantonese Immersion (Cantonese Speakers),Yu (Alice Fong) K-8,0.2,11,66,66
5,GE,GE: General Education,Sloat (Commodore) ES,0.1,5,66,66
5,CB,CB: Cantonese Biliteracy,Lau (Gordon J) ES,0.1,4,55,55
5,GE,GE: General Education,Lau (Gordon J) ES,0.1,5,64,63
5,GE,GE: General Education,SF Community K-8,0.1,3,33,33
5,GE,GE: General Education,Webster (Daniel) ES,0.0,1,21,30
5,SN,SN: Spanish Immersion (Spanish Speakers),Webster (Daniel) ES,0.0,0,28,26
5,GE,GE: General Education,Milk (Harvey) Civil Right ES,0.1,3,33,33
5,GE,GE: General Education,Drew (Dr Charles) College Preparatory Academy ES,0.0,1,25,30
5,CN,CN: Cantonese Immersion (Cantonese Speakers),Chinese Immersion School at DeAvila ES,0.0,0,54,66
5,AF,AF: SDC - Mild/Mod Autism Focus,Taylor (Edward R) ES,0.0,0,3,4
5,CB,CB: Cantonese Biliteracy,Taylor (Edward R) ES,0.0,0,38,39
5,GE,GE: General Education,Taylor (Edward R) ES,0.1,3,41,41
5,SB,SB: Spanish Biliteracy,Taylor (Edward R) ES,0.1,1,20,20
5,GE,GE: General Education,El Dorado ES,0.0,0,14,14
5,GE,GE: General Education,Cobb (Dr William L) ES,0.1,2,22,22
5,MS,MS: SDC - Extensive Services,Huerta (Dolores) ES,0.0,0,3,3
5,SN,SN: Spanish Immersion (Spanish Speakers),Huerta (Dolores) ES,0.0,2,60,64
5,ED,ED: SDC - SOAR,Feinstein (Dianne) ES,0.0,0,2,3
5,GE,GE: General Education,Feinstein (Dianne) ES,0.0,3,56,64
5,GE,GE: General Education,Key (Francis Scott) ES,0.1,10,90,90
5,MS,MS: SDC - Extensive Services,Key (Francis Scott) ES,0.0,0,1,3
5,GE,GE: General Education,McCoppin (Frank) ES,0.2,5,33,33
5,AF,AF: SDC - Mild/Mod Autism Focus,Garfield ES,0.0,0,3,4
5,CN,CN: Cantonese Immersion (Cantonese Speakers),Garfield ES,0.1,1,9,16
5,GE,GE: General Education,Garfield ES,0.0,0,19,18
5,GE,GE: General Education,Peabody (George) ES,0.2,8,42,42
5,MM,MM: SDC - Mild to Moderate,Peabody (George) ES,0.0,0,4,4
5,GE,GE: General Education,Glen Park ES,0.2,6,31,33
5,SA,SA: SDC - Extensive Services Autism Focus,Glen Park ES,0.0,0,3,3
5,SB,SB: Spanish Biliteracy,Glen Park ES,0.0,0,20,18
5,GE,GE: General Education,Grattan ES,0.2,11,61,60
5,SA,SA: SDC - Extensive Services Autism Focus,Grattan ES,0.0,0,4,4
5,GE,GE: General Education,Guadalupe ES,0.0,0,42,44
5,GE,GE: General Education,Chavez (Cesar) ES,0.0,1,22,21
5,SB,SB: Spanish Biliteracy,Chavez (Cesar) ES,0.1,3,44,44
5,TC,TC: SDC - Total Communication,Chavez (Cesar) ES,0.0,0,1,2
5,GE,GE: General Education,Hillcrest ES,0.0,0,29,29
5,MM,MM: SDC - Mild to Moderate,Hillcrest ES,0.0,0,4,6
5,SB,SB: Spanish Biliteracy,Hillcrest ES,0.0,0,22,22
5,MM,MM: SDC - Mild to Moderate,Buena Vista Horace Mann K-8,0.0,0,4,4
5,SN,SN: Spanish Immersion (Spanish Speakers),Buena Vista Horace Mann K-8,0.1,4,66,66
5,GE,GE: General Education,Carver (Dr George W) ES,0.0,0,10,10
5,CB,CB: Cantonese Biliteracy,Parker (Jean) ES,0.4,4,9,9
5,GE,GE: General Education,Parker (Jean) ES,0.2,5,12,24
5,AF,AF: SDC - Mild/Mod Autism Focus,Jefferson ES,0.0,0,5,5
5,GE,GE: General Education,Jefferson ES,0.1,10,74,74
5,GE,GE: General Education,Muir (John) ES,0.0,1,26,24
5,SB,SB: Spanish Biliteracy,Muir (John) ES,0.1,1,19,18
5,GE,GE: General Education,Serra (Junipero) ES,0.1,1,20,20
5,SB,SB: Spanish Biliteracy,Serra (Junipero) ES,0.1,2,22,22
5,AO,AO: SDC - Auditory/Oral,Lafayette ES,0.0,0,0,3
5,GE,GE: General Education,Lafayette ES,0.0,3,81,80
5,AF,AF: SDC - Mild/Mod Autism Focus,Lakeshore ES,0.0,0,4,5
5,GE,GE: General Education,Lakeshore ES,0.0,3,59,64
5,GE,GE: General Education,Lawton K-8,0.5,29,64,64
5,MS,MS: SDC - Extensive Services,Lawton K-8,0.0,0,4,4
5,ED,ED: SDC - SOAR,Flynn (Leonard R) ES,0.0,0,3,4
5,GE,GE: General Education,Flynn (Leonard R) ES,0.0,1,32,32
5,SN,SN: Spanish Immersion (Spanish Speakers),Flynn (Leonard R) ES,0.0,0,31,33
5,GE,GE: General Education,Longfellow ES,0.0,1,64,64
5,MM,MM: SDC - Mild to Moderate,Longfellow ES,0.0,0,3,4
5,SB,SB: Spanish Biliteracy,Longfellow ES,0.0,1,22,22
5,SN,SN: Spanish Immersion (Spanish Speakers),Marshall ES,0.0,1,45,44
5,AF,AF: SDC - Mild/Mod Autism Focus,McKinley ES,0.0,0,0,4
5,GE,GE: General Education,McKinley ES,0.1,4,48,48
5,AF,AF: SDC - Mild/Mod Autism Focus,Miraloma ES,0.0,0,6,6
5,GE,GE: General Education,Miraloma ES,0.0,3,48,64
5,CB,CB: Cantonese Biliteracy,Moscone (George R) ES,0.0,0,20,20
5,GE,GE: General Education,Moscone (George R) ES,0.0,1,22,22
5,SB,SB: Spanish Biliteracy,Moscone (George R) ES,0.1,3,22,22
5,NS,NS: Spanish Newcomer,Mission Education Center ES,0.0,0,19,16
5,CB,CB: Cantonese Biliteracy,Monroe ES,0.0,1,21,21
5,GE,GE: General Education,Monroe ES,0.1,2,28,25
5,SN,SN: Spanish Immersion (Spanish Speakers),Monroe ES,0.0,0,43,49
5,GE,GE: General Education,New Traditions ES,0.1,6,45,45
5,GE,GE: General Education,Ortega (Jose) ES,0.1,4,44,45
5,MN,MN: Mandarin Immersion (Mandarin Speakers),Ortega (Jose) ES,0.0,0,19,22
5,GE,GE: General Education,Sunset ES,0.4,25,64,64
5,SA,SA: SDC - Extensive Services Autism Focus,Sunset ES,0.0,0,2,2
5,GE,GE: General Education,Revere (Paul) K-8,0.0,0,14,16
5,MM,MM: SDC - Mild to Moderate,Revere (Paul) K-8,0.0,0,5,4
5,SN,SN: Spanish Immersion (Spanish Speakers),Revere (Paul) K-8,0.0,0,29,33
5,GE,GE: General Education,Stevenson (Robert Louis) ES,0.2,14,64,64
5,MM,MM: SDC - Mild to Moderate,Stevenson (Robert Louis) ES,0.0,0,5,5
5,AF,AF: SDC - Mild/Mod Autism Focus,Parks (Rosa) ES,0.0,0,3,6
5,GE,GE: General Education,Parks (Rosa) ES,0.0,1,21,21
5,JB,JB: Japanese Bilingual Bicultural Prgram,Parks (Rosa) ES,0.0,0,29,30
5,GE,GE: General Education,Redding ES,0.0,1,34,33
5,GE,GE: General Education,Rooftop K-8,0.3,20,66,66
5,GE,GE: General Education,Wo (Yick) ES,0.1,4,35,32
5,SA,SA: SDC - Extensive Services Autism Focus,Wo (Yick) ES,0.0,0,1,3
5,GE,GE: General Education,SF Public Montessori ES,0.1,2,16,16
5,GE,GE: General Education,Sanchez ES,0.1,1,21,19
5,MM,MM: SDC - Mild to Moderate,Sanchez ES,0.0,0,5,6
5,SB,SB: Spanish Biliteracy,Sanchez ES,0.0,1,21,21
5,GE,GE: General Education,Sheridan ES,0.1,2,29,33
5,AF,AF: SDC - Mild/Mod Autism Focus,Sherman ES,0.0,0,7,7
5,GE,GE: General Education,Sherman ES,0.1,4,38,44
5,GE,GE: General Education,Malcolm X Academy ES,0.0,0,14,16
5,CB,CB: Cantonese Biliteracy,Spring Valley Science ES,0.0,0,9,9
5,GE,GE: General Education,Spring Valley Science ES,0.1,1,12,12
5,MM,MM: SDC - Mild to Moderate,Spring Valley Science ES,0.0,0,0,2
5,SB,SB: Spanish Biliteracy,Spring Valley Science ES,0.0,0,17,17
5,GE,GE: General Education,King (Thomas Starr) ES,0.0,0,18,16
5,MN,MN: Mandarin Immersion (Mandarin Speakers),King (Thomas Starr) ES,0.0,0,35,33
5,SA,SA: SDC - Extensive Services Autism Focus,King (Thomas Starr) ES,0.0,0,2,3
5,GE,GE: General Education,Sunnyside ES,0.0,2,54,54
5,MS,MS: SDC - Extensive Services,Sunnyside ES,0.0,0,0,3
5,CB,CB: Cantonese Biliteracy,Sutro ES,0.0,0,16,16
5,GE,GE: General Education,Sutro ES,0.1,1,18,17
5,ED,ED: SDC - SOAR,Tenderloin Community ES,0.0,0,2,1
5,GE,GE: General Education,Tenderloin Community ES,0.0,1,48,48
5,CB,CB: Cantonese Biliteracy,Ulloa ES,0.0,0,21,21
5,GE,GE: General Education,Ulloa ES,0.2,10,65,63
5,CB,CB: Cantonese Biliteracy,Visitacion Valley ES,0.0,0,13,13
5,GE,GE: General Education,Visitacion Valley ES,0.0,0,32,28
5,GE,GE: General Education,Chin (John Yehall) ES,0.1,6,49,49
5,CN,CN: Cantonese Immersion (Cantonese Speakers),West Portal ES,0.0,1,27,33
5,GE,GE: General Education,West Portal ES,0.2,11,66,66
6,AF,AF: SDC - Mild/Mod Autism Focus,Giannini (A.P.) MS,5.0,20,4,4
6,GE,GE: General Education,Aptos MS,3.5,"1,022",290,290
6,MM,MM: SDC - Mild to Moderate,Giannini (A.P.) MS,5.7,17,3,3
6,MS,MS: SDC - Extensive Services,Giannini (A.P.) MS,2.0,6,3,3
6,SA,SA: SDC - Extensive Services Autism Focus,Giannini (A.P.) MS,2.0,6,2,3
6,GE,GE: General Education,Brown Jr. (Willie) MS,1.7,315,190,190
6,MM,MM: SDC - Mild to Moderate,Aptos MS,5.0,20,4,4
6,MN,MN: Mandarin Immersion (Mandarin Speakers),Aptos MS,1.1,70,54,66
6,SA,SA: SDC - Extensive Services Autism Focus,Aptos MS,0.2,1,1,5
6,GE,GE: General Education,Carmichael (Bessie) K-8,1.2,79,66,66
6,GE,GE: General Education,Denman (James) MS,1.9,569,300,300
6,CN,CN: Cantonese Immersion (Cantonese Speakers),Yu (Alice Fong) K-8,1.4,95,66,66
6,GE,GE: General Education,Everett MS,2.5,262,105,105
6,AF,AF: SDC - Mild/Mod Autism Focus,Everett MS,1.0,5,3,5
6,GE,GE: General Education,Francisco MS,2.3,326,142,142
6,MM,MM: SDC - Mild to Moderate,Everett MS,1.6,8,4,5
6,NX,NX: Newcomer Program,Everett MS,0.2,12,7,50
6,SN,SN: Spanish Immersion (Spanish Speakers),Everett MS,2.9,102,35,35
6,ED,ED: SDC - SOAR,Francisco MS,0.3,1,2,3
6,GE,GE: General Education,Giannini (A.P.) MS,3.7,"1,511",407,407
6,MM,MM: SDC - Mild to Moderate,Francisco MS,2.0,4,1,2
6,NX,NX: Newcomer Program,Francisco MS,0.2,11,5,50
6,SA,SA: SDC - Extensive Services Autism Focus,Francisco MS,0.8,3,1,4
6,AF,AF: SDC - Mild/Mod Autism Focus,Hoover (Herbert) MS,0.0,0,0,6
6,CN,CN: Cantonese Immersion (Cantonese Speakers),Hoover (Herbert) MS,1.7,112,66,66
6,ED,ED: SDC - SOAR,Hoover (Herbert) MS,0.0,0,4,4
6,GE,GE: General Education,Hoover (Herbert) MS,5.4,"1,147",211,211
6,MM,MM: SDC - Mild to Moderate,Hoover (Herbert) MS,2.2,11,5,5
6,SN,SN: Spanish Immersion (Spanish Speakers),Hoover (Herbert) MS,2.7,175,66,66
6,SN,SN: Spanish Immersion (Spanish Speakers),Buena Vista Horace Mann K-8,2.1,136,66,66
6,AF,AF: SDC - Mild/Mod Autism Focus,Denman (James) MS,4.0,8,2,2
6,ED,ED: SDC - SOAR,Denman (James) MS,0.3,1,1,3
6,GE,GE: General Education,King Jr (Dr Martin L) MS,1.2,228,189,195
6,MM,MM: SDC - Mild to Moderate,Denman (James) MS,7.5,15,2,2
6,MS,MS: SDC - Extensive Services,Denman (James) MS,1.7,5,3,3
6,ED,ED: SDC - SOAR,Lick (James) MS,0.3,1,1,3
6,GE,GE: General Education,Lawton K-8,11.5,736,64,64
6,MM,MM: SDC - Mild to Moderate,Lick (James) MS,-,4,0,0
6,SN,SN: Spanish Immersion (Spanish Speakers),Lick (James) MS,2.4,168,69,69
6,GE,GE: General Education,Lick (James) MS,3.2,383,120,120
6,MS,MS: SDC - Extensive Services,Lawton K-8,2.0,4,2,2
6,AF,AF: SDC - Mild/Mod Autism Focus,Marina MS,1.8,7,3,4
6,CN,CN: Cantonese Immersion (Cantonese Speakers),Marina MS,2.1,33,13,16
6,GE,GE: General Education,Lilienthal (Claire) K-8,6.1,402,66,66
6,MM,MM: SDC - Mild to Moderate,Marina MS,1.6,8,4,5
6,GE,GE: General Education,Marina MS,2.1,514,240,240
6,MM,MM: SDC - Mild to Moderate,King Jr (Dr Martin L) MS,5.0,5,1,1
6,GE,GE: General Education,Presidio MS,3.6,"1,157",325,325
6,AF,AF: SDC - Mild/Mod Autism Focus,Presidio MS,4.7,14,3,3
6,AO,AO: SDC - Auditory/Oral,Presidio MS,0.0,0,2,3
6,ED,ED: SDC - SOAR,Presidio MS,-,1,0,0
6,GE,GE: General Education,Revere (Paul) K-8,1.3,84,64,64
6,JB,JB: Japanese Bilingual Bicultural Prgram,Presidio MS,1.5,54,36,36
6,MM,MM: SDC - Mild to Moderate,Presidio MS,5.0,15,3,3
6,MS,MS: SDC - Extensive Services,Presidio MS,1.7,5,1,3
6,TC,TC: SDC - Total Communication,Presidio MS,0.0,0,2,3
6,GE,GE: General Education,Rooftop K-8,6.6,437,66,66
6,AF,AF: SDC - Mild/Mod Autism Focus,Roosevelt MS,7.5,15,2,2
6,CN,CN: Cantonese Immersion (Cantonese Speakers),Roosevelt MS,1.6,107,66,66
6,GE,GE: General Education,Roosevelt MS,7.5,"1,097",147,147
6,MM,MM: SDC - Mild to Moderate,Roosevelt MS,4.0,16,4,4
6,SA,SA: SDC - Extensive Services Autism Focus,Roosevelt MS,2.3,7,3,3
6,GE,GE: General Education,SF Community K-8,4.4,146,33,33
6,MM,MM: SDC - Mild to Moderate,Brown Jr. (Willie) MS,0.0,0,0,4
6,GE,GE: General Education,Visitacion Valley MS,1.2,187,139,160
6,MM,MM: SDC - Mild to Moderate,Visitacion Valley MS,-,3,0,0
6,NX,NX: Newcomer Program,Visitacion Valley MS,0.3,7,6,25
6,SA,SA: SDC - Extensive Services Autism Focus,Visitacion Valley MS,0.0,0,0,4
7,AF,AF: SDC - Mild/Mod Autism Focus,Giannini (A.P.) MS,0.0,0,2,4
7,GE,GE: General Education,Giannini (A.P.) MS,0.2,57,381,378
7,MM,MM: SDC - Mild to Moderate,Giannini (A.P.) MS,0.0,0,9,10
7,MS,MS: SDC - Extensive Services,Giannini (A.P.) MS,0.0,0,2,3
7,SA,SA: SDC - Extensive Services Autism Focus,Giannini (A.P.) MS,0.0,0,2,3
7,GE,GE: General Education,Aptos MS,0.1,21,252,252
7,MM,MM: SDC - Mild to Moderate,Aptos MS,0.2,1,5,6
7,MN,MN: Mandarin Immersion (Mandarin Speakers),Aptos MS,0.0,0,48,50
7,SA,SA: SDC - Extensive Services Autism Focus,Aptos MS,0.0,0,3,3
7,GE,GE: General Education,Carmichael (Bessie) K-8,0.0,1,61,66
7,GE,GE: General Education,Lilienthal (Claire) K-8,0.3,18,66,66
7,CN,CN: Cantonese Immersion (Cantonese Speakers),Yu (Alice Fong) K-8,0.0,2,66,66
7,GE,GE: General Education,SF Community K-8,0.2,5,28,33
7,AF,AF: SDC - Mild/Mod Autism Focus,Everett MS,0.0,0,3,4
7,GE,GE: General Education,Everett MS,0.0,3,66,66
7,MM,MM: SDC - Mild to Moderate,Everett MS,0.0,0,2,2
7,NX,NX: Newcomer Program,Everett MS,0.0,0,34,75
7,SN,SN: Spanish Immersion (Spanish Speakers),Everett MS,0.0,0,25,33
7,ED,ED: SDC - SOAR,Francisco MS,0.0,0,2,3
7,GE,GE: General Education,Francisco MS,0.1,10,128,132
7,MM,MM: SDC - Mild to Moderate,Francisco MS,0.0,0,6,5
7,NX,NX: Newcomer Program,Francisco MS,0.0,0,26,50
7,SA,SA: SDC - Extensive Services Autism Focus,Francisco MS,0.0,0,3,3
7,AF,AF: SDC - Mild/Mod Autism Focus,Hoover (Herbert) MS,0.0,0,0,3
7,CN,CN: Cantonese Immersion (Cantonese Speakers),Hoover (Herbert) MS,0.0,0,55,66
7,ED,ED: SDC - SOAR,Hoover (Herbert) MS,0.0,0,2,2
7,GE,GE: General Education,Hoover (Herbert) MS,0.1,26,197,197
7,MM,MM: SDC - Mild to Moderate,Hoover (Herbert) MS,0.3,1,4,4
7,SN,SN: Spanish Immersion (Spanish Speakers),Hoover (Herbert) MS,0.0,0,64,66
7,SN,SN: Spanish Immersion (Spanish Speakers),Buena Vista Horace Mann K-8,0.0,2,66,66
7,AF,AF: SDC - Mild/Mod Autism Focus,Denman (James) MS,0.2,1,5,5
7,ED,ED: SDC - SOAR,Denman (James) MS,0.0,0,2,3
7,GE,GE: General Education,Denman (James) MS,0.0,7,264,264
7,MM,MM: SDC - Mild to Moderate,Denman (James) MS,0.0,0,6,6
7,MS,MS: SDC - Extensive Services,Denman (James) MS,0.0,0,3,3
7,ED,ED: SDC - SOAR,Lick (James) MS,0.0,0,0,3
7,GE,GE: General Education,Lick (James) MS,0.1,10,94,99
7,MM,MM: SDC - Mild to Moderate,Lick (James) MS,0.1,1,8,11
7,SN,SN: Spanish Immersion (Spanish Speakers),Lick (James) MS,0.0,1,75,77
7,GE,GE: General Education,Lawton K-8,0.4,26,64,64
7,MS,MS: SDC - Extensive Services,Lawton K-8,0.0,0,3,4
7,AF,AF: SDC - Mild/Mod Autism Focus,Marina MS,0.3,1,3,3
7,CN,CN: Cantonese Immersion (Cantonese Speakers),Marina MS,0.0,0,13,14
7,GE,GE: General Education,Marina MS,0.0,10,199,216
7,MM,MM: SDC - Mild to Moderate,Marina MS,0.2,1,4,5
7,GE,GE: General Education,King Jr (Dr Martin L) MS,0.0,2,118,132
7,MM,MM: SDC - Mild to Moderate,King Jr (Dr Martin L) MS,0.0,0,7,7
7,GE,GE: General Education,Revere (Paul) K-8,0.0,2,54,66
7,AF,AF: SDC - Mild/Mod Autism Focus,Presidio MS,0.0,0,2,3
7,AO,AO: SDC - Auditory/Oral,Presidio MS,0.0,0,2,3
7,GE,GE: General Education,Presidio MS,0.1,30,290,290
7,JB,JB: Japanese Bilingual Bicultural Prgram,Presidio MS,0.0,0,34,33
7,MM,MM: SDC - Mild to Moderate,Presidio MS,0.3,1,2,3
7,MS,MS: SDC - Extensive Services,Presidio MS,0.0,0,4,4
7,TC,TC: SDC - Total Communication,Presidio MS,0.0,0,0,3
7,GE,GE: General Education,Rooftop K-8,0.2,16,66,66
7,AF,AF: SDC - Mild/Mod Autism Focus,Roosevelt MS,0.2,1,6,6
7,CN,CN: Cantonese Immersion (Cantonese Speakers),Roosevelt MS,0.0,1,65,66
7,GE,GE: General Education,Roosevelt MS,0.3,38,147,147
7,MM,MM: SDC - Mild to Moderate,Roosevelt MS,0.0,0,3,2
7,SA,SA: SDC - Extensive Services Autism Focus,Roosevelt MS,0.0,0,4,4
7,GE,GE: General Education,Brown Jr. (Willie) MS,0.0,3,115,132
7,MM,MM: SDC - Mild to Moderate,Brown Jr. (Willie) MS,0.0,0,0,4
7,GE,GE: General Education,Visitacion Valley MS,0.0,3,69,99
7,MM,MM: SDC - Mild to Moderate,Visitacion Valley MS,0.0,0,5,4
7,NX,NX: Newcomer Program,Visitacion Valley MS,0.0,0,25,50
7,SA,SA: SDC - Extensive Services Autism Focus,Visitacion Valley MS,0.0,0,0,3
8,AF,AF: SDC - Mild/Mod Autism Focus,Giannini (A.P.) MS,0.0,0,3,4
8,GE,GE: General Education,Giannini (A.P.) MS,0.1,33,380,378
8,MM,MM: SDC - Mild to Moderate,Giannini (A.P.) MS,0.1,1,9,9
8,MS,MS: SDC - Extensive Services,Giannini (A.P.) MS,0.0,0,3,4
8,SA,SA: SDC - Extensive Services Autism Focus,Giannini (A.P.) MS,0.0,0,2,4
8,GE,GE: General Education,Aptos MS,0.0,8,252,252
8,MM,MM: SDC - Mild to Moderate,Aptos MS,0.0,0,11,12
8,MN,MN: Mandarin Immersion (Mandarin Speakers),Aptos MS,0.0,0,46,50
8,SA,SA: SDC - Extensive Services Autism Focus,Aptos MS,0.0,0,1,2
8,GE,GE: General Education,Carmichael (Bessie) K-8,0.0,2,65,66
8,GE,GE: General Education,Lilienthal (Claire) K-8,0.2,16,68,66
8,CN,CN: Cantonese Immersion (Cantonese Speakers),Yu (Alice Fong) K-8,0.0,1,66,66
8,GE,GE: General Education,SF Community K-8,0.1,2,28,33
8,AF,AF: SDC - Mild/Mod Autism Focus,Everett MS,0.0,0,2,2
8,GE,GE: General Education,Everett MS,0.1,6,93,99
8,MM,MM: SDC - Mild to Moderate,Everett MS,0.2,1,5,5
8,NX,NX: Newcomer Program,Everett MS,0.0,0,51,75
8,SN,SN: Spanish Immersion (Spanish Speakers),Everett MS,0.1,2,30,33
8,ED,ED: SDC - SOAR,Francisco MS,0.0,0,1,4
8,GE,GE: General Education,Francisco MS,0.0,2,133,132
8,MM,MM: SDC - Mild to Moderate,Francisco MS,0.0,0,4,4
8,NX,NX: Newcomer Program,Francisco MS,0.0,1,39,50
8,SA,SA: SDC - Extensive Services Autism Focus,Francisco MS,0.0,0,2,3
8,AF,AF: SDC - Mild/Mod Autism Focus,Hoover (Herbert) MS,0.0,0,0,3
8,CN,CN: Cantonese Immersion (Cantonese Speakers),Hoover (Herbert) MS,0.0,0,64,66
8,ED,ED: SDC - SOAR,Hoover (Herbert) MS,0.0,0,3,4
8,GE,GE: General Education,Hoover (Herbert) MS,0.1,12,197,197
8,MM,MM: SDC - Mild to Moderate,Hoover (Herbert) MS,0.3,1,2,3
8,SN,SN: Spanish Immersion (Spanish Speakers),Hoover (Herbert) MS,0.0,0,50,50
8,SN,SN: Spanish Immersion (Spanish Speakers),Buena Vista Horace Mann K-8,0.0,3,66,66
8,AF,AF: SDC - Mild/Mod Autism Focus,Denman (James) MS,0.0,0,4,5
8,ED,ED: SDC - SOAR,Denman (James) MS,0.0,0,3,4
8,GE,GE: General Education,Denman (James) MS,0.0,8,264,264
8,MM,MM: SDC - Mild to Moderate,Denman (James) MS,0.0,0,3,4
8,MS,MS: SDC - Extensive Services,Denman (James) MS,0.0,0,2,3
8,ED,ED: SDC - SOAR,Lick (James) MS,0.0,0,2,4
8,GE,GE: General Education,Lick (James) MS,0.0,3,79,99
8,MM,MM: SDC - Mild to Moderate,Lick (James) MS,0.1,1,13,13
8,SN,SN: Spanish Immersion (Spanish Speakers),Lick (James) MS,0.0,2,71,77
8,GE,GE: General Education,Lawton K-8,0.3,19,64,64
8,MS,MS: SDC - Extensive Services,Lawton K-8,0.0,0,6,5
8,AF,AF: SDC - Mild/Mod Autism Focus,Marina MS,0.0,0,4,4
8,CN,CN: Cantonese Immersion (Cantonese Speakers),Marina MS,0.0,0,27,33
8,GE,GE: General Education,Marina MS,0.0,3,194,198
8,MM,MM: SDC - Mild to Moderate,Marina MS,1.0,2,2,2
8,GE,GE: General Education,King Jr (Dr Martin L) MS,0.0,4,127,132
8,MM,MM: SDC - Mild to Moderate,King Jr (Dr Martin L) MS,0.0,0,4,4
8,GE,GE: General Education,Revere (Paul) K-8,0.0,2,56,66
8,AF,AF: SDC - Mild/Mod Autism Focus,Presidio MS,0.0,0,5,6
8,AO,AO: SDC - Auditory/Oral,Presidio MS,0.0,0,4,4
8,GE,GE: General Education,Presidio MS,0.1,24,290,290
8,JB,JB: Japanese Bilingual Bicultural Prgram,Presidio MS,0.0,0,21,33
8,MM,MM: SDC - Mild to Moderate,Presidio MS,0.2,1,6,6
8,MS,MS: SDC - Extensive Services,Presidio MS,0.0,0,2,3
8,TC,TC: SDC - Total Communication,Presidio MS,0.0,0,4,4
8,GE,GE: General Education,Rooftop K-8,0.3,19,66,66
8,AF,AF: SDC - Mild/Mod Autism Focus,Roosevelt MS,0.0,0,3,4
8,CN,CN: Cantonese Immersion (Cantonese Speakers),Roosevelt MS,0.0,1,66,66
8,GE,GE: General Education,Roosevelt MS,0.2,25,140,140
